"BABU BANRASI DAS NATIONAL INSTITUTE OF TECHNOLOGY AND
MANAGEMENT",preferred
"BABU SANT BUX SHIVMURTI SINGH ENGINEERING AND MEDICO
INSTITUTE",preferred
BABU SUNDER SINGH INSTITUTE OF TECHNOLOGY & MANAGEMENT,preferred
BABULAL TARABAI INSTITUTE OF RESEARCH & TECHNOLOGY,preferred
BABURAOJI TIDKE POLYTECHNIC,preferred
BACHHRAJ FACTORIES PRIVATE. LIMITED.,preferred
"BACKWARD CLASS YOUTH RELIEF COMMITTEE UMRER
POLYTECHNIC UMRER",preferred
"BACKWARD CLASS YOUTH RELIEF COMMITTEE'S UMRER COLLEGE
OF ENGINEERING",preferred
BADA SAAB FASHIONS PRIVATE LIMITED,preferred
BADARPUR TOLLWAY OPERATIONS MANAGEMENT LIMITED,preferred
BADDIUZAMA KHAN POLYTECHNIC INSTITUTE,preferred
BADRIPRASAD INSTITUTE OF TECHNOLOGY,preferred
BADRUKA COLLEGE PG CENTRE,preferred
BAGGIT(PBAGT),preferred
BAGULA MUKHI COLLEGE OF TECHNOLOGY,preferred
BAGULAMUKHI COLLEGE OF ARCHITECTURE & PLANNING,preferred
"BAHAB DR. BHIM RAM AMBEDKAR COLLEGE OF AGRIL. ENGG. &
TECHNOLOGY, ETAWAH (CSAUA&T, KANPUR)",preferred
BAHADUR CHAND INVESTMENTS PRIVATE LIMITED,preferred
NAME OF THE COMPANY,CATEGORY
BAHRA GROUP OF INSTITUTION,preferred
BAHRA INSTITUTE OF PHARMACY,preferred
BAHRA POLYTECHNIC COLLEGE,preferred
BAHUBALI COLLEGE OF ENGINEERING,preferred
"BAI JEERABAI WADI HOSPITAL FOR CHILDREN, BOMBAY.",preferred
"BAI RATANBAI F D PANDAY GIRL'S HIGH SCHOOL,MUMBAI",preferred
BAIN CAPITAL ADVISORS (INDIA) PRIVATE LIMITED,preferred
BAJAJ ALLIANZ FINANCIAL DISTRIBUTORS LIMITED.,preferred
BAJAJ CAPITAL VENTURES PRIVATE LIMITED,preferred
BAJAJ CHANDRAPUR POLYTECHNIC CHANDRAPUR,preferred
BAJAJ ENERGY LIMITED,preferred
BAJAJ FINANCIAL SOLUTIONS LIMITED.,preferred
BAJAJ MOTORS LIMITED,preferred
BAJIRAOJI KARANJEKAR COLLEGE OF PHARMACY,preferred
BAJIRAOJI KARANJEKAR COLLEGE OF PHARMACY SAKOLI,preferred
"BAJIROUT INSTITUTE OF ENGINEERING AND TECHNOLOGY
(POLYTECHNIC)",preferred
BAKHSHI POLYTECHNIC,preferred
"BAL BHARTI SCHOOL,NEW DELHI",preferred
BAL KRISHNA INSTITUTE OF TECHNOLOGY,preferred
"BAL VIKAS DAY BOARDING SCHOOL,NEW DELHI",preferred
"BALA VIDYA MANDIR,CHENNAI",preferred
"BALAGHAT ENGINEERING COLLEGE,RUDDHA",preferred
"BALAGHAT POLYTECHNIC,RUDDHA- AHMEDPUR",preferred
BALAJEE POLYTECHNIC,preferred
BALAJI COLLEGE OF ENGINEERING,preferred
NAME OF THE COMPANY,CATEGORY
BALAJI COLLEGE OF PHARMACY,preferred
BALAJI ENGINEERING COLLEGE,preferred
"BALAJI HOSPITAL, MUMBAI",preferred
BALAJI INSTITUTE OF ENGINEERING & SCIENCES,preferred
BALAJI INSTITUTE OF ENGINEERING & TECHNOLOGY,preferred
BALAJI INSTITUTE OF ENGINEERING AND MANAGEMENT STUDIES,preferred
BALAJI INSTITUTE OF ENGINEERING AND TECHNOLOGY,preferred
BALAJI INSTITUTE OF INTERNATIONAL BUSINESS (BIIB),preferred
BALAJI INSTITUTE OF IT AND MANAGEMENT,preferred
"BALAJI INSTITUTE OF MANAGEMENT AND HUMAN RESOURCE
DEVELOPMENT (BIMHRD)",preferred
BALAJI INSTITUTE OF MANAGEMENT SCIENCES,preferred
BALAJI INSTITUTE OF MODERN MANAGEMENT(BIMM),preferred
BALAJI INSTITUTE OF PHARMACEUTICAL SCIENCES,preferred
BALAJI INSTITUTE OF PHARMACY,preferred
BALAJI INSTITUTE OF PHARMACY,preferred
BALAJI INSTITUTE OF TECHNOLOGY,preferred
BALAJI INSTITUTE OF TECHNOLOGY & ENGINEERING,preferred
BALAJI INSTITUTE OF TECHNOLOGY & SCIENCE,preferred
BALAJI INSTITUTE OF TECHNOLOGY & SCIENCE (POLYTECHNIC),preferred
NAME OF THE COMPANY,CATEGORY
BALAJI INSTITUTE OF TECHNOLOGY AND SCIENCE,preferred
BALAJI INSTITUTE OF TELECOM & MANAGEMENT,preferred
BALAJI MOTION PICTURES LIMITED (BMPL),preferred
BALAJI POLYTECHNIC,preferred
BALAJI POLYTECHNIC COLLEGE,preferred
"BALAJI POLYTECHNIC,SAWARLA",preferred
BALAJI RAIL ROAD SYSTEMS LIMITED,preferred
BALAJI RAILROAD SYSTEMS LIMITED(PBRSL),preferred
BALASAHEB MHATRE POLYTECHNIC,preferred
BALASINOR COLLEGE OF POLYTECHNIC,preferred
BALASORE COLLEGE OF ENGINEERING AND TECHNOLOGY,preferred
BALASORE SCHOOL OF ENGINEERING,preferred
"BALDEV INSTITUTE OF MANAGEMENT, TECHNOLOGY & SCIENCES",preferred
BALDEV RAM MIRDHA INSTITUTE OF TECHNOLOGY ( EAST CAMPUS),preferred
"BALDEV RAM MIRDHA INSTITUTE OF TECHNOLOGY, JAIPUR",preferred
"BALDWIN BOYS HIGH SCHOOL, BANGALORE",preferred
BALDWIN POLYTECHNIC,preferred
BALFOUR BEATTY INDIA PRIVATE LIMITED,preferred
"BALFOUR BEATTY LIMITED,",preferred
BALKRISHNA PAPER MILLS LIMITED,preferred
BALKRISHNA SYNTHETICS LIMITED,preferred
BALLARI INSTITUTE OF TECHNOLOGY & MANAGEMENT,preferred
BALLARPUR INSTITUTE OF TECHNOLOGY,preferred
BALLARPUR SEWASAMITI'S JAINUDDIN ZAWERI POLYTECHNIC,preferred
NAME OF THE COMPANY,CATEGORY
"BALLURGHAT SADAR HOSPITAL, WEST DINAJPUR, (W.B.).",preferred
"BALLYGUNGE SIKSHA SADAN,KOLKATA",preferred
"BALMOHAN VIDYA MANDIR,MUMBAI",preferred
"BALRAMPUR HOSPITAL, LUCKNOW.",preferred
BALWANT SINGH MUKHIYA ( BSM) COLLEGE OF ENGINEERING,preferred
BALWANT SINGH MUKHIYA(BSM) COLLEGE OF POLYTECHNIC,preferred
"BANARAS INSTITUTEOF POLYTECHNIC
& ENGINEERING",preferred
"BANARASIDAS CHANDIWALA INSTITUTE OF HOTEL MANAGEMENT &
CATERING TECHNOLOGY, DELHI",preferred
"BANARSIDAS CHANDIWALA INSTITUTE OF HOTEL MANAGAMENT &
CATERING TECHNOLOGY",preferred
"BANARSIDAS CHANDIWALA INSTITUTE OF INFORMATION
TECHNOLOGY",preferred
BANARSIDAS CHANDIWALA INSTITUTE OF PROFESSIONAL STUDIES,preferred
BANDARI SRINIVAS INSTITUTE OF TECHNOLOGY,preferred
BANDHAN BANK LIMITED,preferred
BANG OVERSEAS LIMITED,preferred
BANGALORE BIOTECH LABS PRIVATE LIMITED(PBBLP),preferred
BANGALORE COLLEGE OF ENGINEERING & TECHNOLOGY,preferred
"BANGALORE INSTITUTE OF ONCOLOGY, BANGALORE",preferred
BANGALORE INSTITUTE OF TECHNOLOGY,preferred
BANGALORE INSTITUTTE OF MANAGEMENET STUDIES (BIMS),preferred
"BANGALORE INTERNATIONAL SCHOOL,BANGALORE",preferred
BANGALORE TECHNOLOGICAL INSTITUTE,preferred
BANGALORE.INSTITUTE.OF.TECHNOLO GY,preferred
"BANGAR HOSPITAL, PALI, RAJASTHAN.",preferred
"BANGLAORE BAPTIST HOSPITAL, BANGLAORE.",preferred
NAME OF THE COMPANY,CATEGORY
BANKATLAL BADRUKA COLLEGE FOR INFORMATION TECHNOLOGY,preferred
"BANKER'S HEART INSTITUTE, BARODA",preferred
BANKEY BIHARI POLYTECHNIC COLLEGE,preferred
BANKURA GOVERNMENT POLYTECHNIC,preferred
BANKURA UNNAYANI INSTITUTE OF ENGINEERING,preferred
BANNARI AMMAN INSTITUTE OF TECHNOLOGY,preferred
"BANNARI AMMAN INSTITUTE OF TECHNOLOGY - MCA (STAND
ALONE)",preferred
BANSAL CLASSES PRIVATE LIMITED,preferred
BANSAL COLLEGE OF ENGINEERING,preferred
BANSAL COLLEGE OF PHARMACY,preferred
BANSAL INSTITUTE OF ENGINEERING & TECHNOLOGY,preferred
BANSAL INSTITUTE OF ENGINEERING AND TECNOLOGY,preferred
BANSAL INSTITUTE OF RESEARCH AND TECHNOLOGY,preferred
"BANSAL INSTITUTE OF RESEARCH, TECHNOLOGY AND SCIENCE",preferred
BANSAL INSTITUTE OF SCIENCE AND TECHNOLOGY,preferred
BANSAL SCHOOL OF ENGINEERING & TECHNOLOGY,preferred
BANSHI COLLEGE OF MANAGEMENT AND TECHNOLOGY,preferred
BANSHI COLLEGE OF MANAGEMENT STUDIES,preferred
BANSUR POLYTECHNIC COLLEGE,preferred
BAOSTEEL INDIA PRIVATE LIMITED,preferred
NAME OF THE COMPANY,CATEGORY
BAPATLA COLLEGE OF PHARMACY,preferred
BAPATLA ENGINEERING COLLEGE,preferred
BAPATLA POLYTECHNIC,preferred
BAPATLA WOMEN'S ENGINEERING COLLEGE,preferred
BAPS SHASTRIJI MAHARAJ HOSPITAL,preferred
BAPU INSTITUTE OF TECHNOLOGY AND MANAGEMENT,preferred
BAPUJI ACADEMY OF MANAGEMENT & RESEARCH,preferred
"BAPUJI DENTAL COLLEGE & HOSPITAL, DAVANGERE",preferred
BAPUJI INSTITUTE OF ENGINEERING & TECHNOLOGY,preferred
"BAPUJI INSTITUTE OF ENGINEERING & TECHNOLOGY, DAVANGERE
(MBA)",preferred
"BAPUJI INSTITUTE OF ENGINEERING & TECHNOLOGY, DAVANGERE
(MCA)",preferred
BAPUJI PHARMACY COLLEGE,preferred
"BAPUJI POLYTECHNIC,SHABANUR ( GOVT.AIDED)",preferred
"BAPURAO DESHMUKH COLLEGE OF ENGINEERING, SEWAGRAM",preferred
"BARA HINDU RAO HOSPITAL, DELHI.",preferred
BARABATI INSTITUTE OF MANAGEMENT STUDIES,preferred
"BARAPADA SCHOOL OF ENGINEERING
& TECHNOLOGY",preferred
BARCLAYS BANK PLC,preferred
BARNALA POLYTECHNIC COLLEGE BARNALA,preferred
"BARODA HEART HEART AND MULTISPECIALTY HOSPITAL, BHARUCH",preferred
"BARODA HEART INSTITUTE AND RESEARCH CENTRE, BARODA",preferred
BARODA INDUSTRIES PRIVATE. LIMITED.,preferred
BARRACUDA CAMOUFLAGE PRIVATE LIMITED,preferred
NAME OF THE COMPANY,CATEGORY
"BARRISTER RANJIT MOHANTY INTERNATIONAL INSTITUTE OF
TECHNOLOGY",preferred
BARRY CALLEBAUT INDIA PRIVATE LIMITED,preferred
BARTRONICS GLOBAL SOLUTIONS LIMITED,preferred
BARUIPUR GOVERNMENT POLYTECHNIC,preferred
BARUNEI INSTITUTE OF ENGINEERING AND TECHNOLOGY,preferred
BASANTIKA INSTITUTE OF ENGINEERING & TECHNOLOGY,preferred
BASAVA ACADEMY OF ENGINEERING,preferred
BASAVAKALYAN ENGINEERING COLLEGE,preferred
"BASAVAKALYAN POLYTECHNIC COLLEGE, BASAVAKALYAN",preferred
BASAVESHWARA COLLEGE OF PHARMACY,preferred
"BASE HOSPITAL, DELHI CANTT., DELHI.",preferred
"BASE HOSPITAL, SRINAGAR.",preferred
"BASE HOSPITAL, UDHAMPUR (J & K).",preferred
BASELIOS MATHEWS II COLLEGE OF ENGINEERING,preferred
"BASELIOS THOMAS I CATHOLICOSE COLLEGE OF ENGINEERING &
TECHNOLEGY",preferred
BASF CHEMICALS INDIA PRIVATE LIMITED,preferred
BASIC SHIKSHA ADHIKARI,preferred
BASIX ACADEMY FOR BUILDING LIFELONG EMPLOYABILITY LIMITED,preferred
BASIZ FUND SERVICE PRIVATE LIMITED,preferred
BASTIAN SOLUTIONS INDIA PRIVATE LIMITED,preferred
BASUDEV INSTITUTE OF MANAGEMENT & TECHNOLOGY,preferred
BATA PROPERTIES LIMITED,preferred
"BATANAGAR INSTITUTE OF ENGINEERING, MANAGEMENT AND
SCIENCE",preferred
BATEY INDIA PRIVATE LIMITED,preferred
BATLIBOI ENXCO PRIVATE LIMITED,preferred
"BATRA HOSPITAL, NEW DELHI.",preferred
NAME OF THE COMPANY,CATEGORY
BAWA N.S. JANTA INSTITUTE OF MANAGEMENT & TECHNOLOGY,preferred
BAY INFRADEVELOPERS PRIVATE LIMITED,preferred
BAY ISLANDS HOTELS LIMITED,preferred
BAY OF BENGAL GATEWAY TERMINAL PRIVATE LIMITED,preferred
"BBK DAV COLLEGE FOR WOMEN, AMRITSAR",preferred
"BBKDAV COLLEGE, AMRITSAR",preferred
BBR (INDIA) PRIVATE LIMITED,preferred
"BCARE INSTITUTE OF MANAGEMENT & TECHNOLOGY
(POLYTECHNIC)",preferred
BCDA COLLEGE OF PHARMACY & TECHNOLOGY,preferred
BCDA COLLEGE OF PHARMACY & TECHNOLOGY CAMPUS - 2,preferred
BCM POLYTECHNIC RAIYA,preferred
BCN POLYTECHNIC LAXMESHWAR,preferred
BCW V TECH INDIA PRIVATE LIMITED,preferred
BCYRC'S INSTITUTE OF DIPLOMA IN PHARMACY NAGPUR.,preferred
BDS INSTITUTE OF MANAGEMENT,preferred
BE ENGINEERING SERVICES INDIA PRIVATE LIMITED,preferred
BEACON INSTITUTE OF TECHNOLOGY,preferred
BEAM GLOBAL SPIRITS & WINE INDIA PRIVATE LIMITED,preferred
BEAM TELECOM PRIVATE LIMITED,preferred
"BEANT COLLEGE OF ENGINEERING & TECHNOLOGY,GURDASPUR",preferred
BEARYS INSTITUTE OF TECHNOLOGY,preferred
BEAUTY CONCEPTS PRIVATE LIMITED,preferred
BEAWAR POLYTECHNIC COLLEGE,preferred
BEEHIVE COLLEGE OF ENGINEERING & TECHNOLOGY,preferred
NAME OF THE COMPANY,CATEGORY
BEEHIVE COLLEGE OF MANAGEMENT & TECHNOLOGY,preferred
BEEHIVE COMMUNICATIONS PRIVATE LIMITED,preferred
BEHARA SUBHAKAR POLYTECHNIC,preferred
BEHARA TECHNICAL CAMPUS(BEHARA POLYTECHNIC),preferred
BEKAERT INDUSTRIES PRIVATE LIMITED,preferred
BEL OPTRONIC DEVICES LIMITED,preferred
BELANI PROJECTS LIMITED,preferred
BELDEN AUSTRALIA PTY LIMITED,preferred
BELDEN INDIA PRIVATE LIMITED,preferred
BELLAMKONDA INSTITUTE OF TECHNOLOGY & SCIENCE,preferred
BELLAMKONDA POLYTECHNIC COLLEGE,preferred
"BELLARY MEDICAL COLLEGE, HQRS HOSPITAL, BELLARY.",preferred
"BELLEVUE SCHOOL,HYDERABAD",preferred
BELLOTA AGRISOLUTIONS AND TOOLS PRIVATE LIMITED,preferred
"BELLS INSTITUTE OF MANAGEMENT & TECHNOLOGY GROUP OF
INSTITUTIONS",preferred
BELTONE INDIA PRIVATE LIMITED,preferred
"BENAIAH INSTITUTE OF TECHNOLOGY
& SCIENCE",preferred
"BENAIAH INSTITUTE OF TECHNOLOGY
& SCIENCES",preferred
BENCHMARK BROADCAST SYSTEMS PRIVATE LIMITED,preferred
BENGAL AMBUJA HOUSING DEVELOPMENT LIMITED,preferred
BENGAL COLLEGE OF ENGINEERING & TECHNOLOGY,preferred
"BENGAL COLLEGE OF ENGINEERING AND TECHNOLOGY FOR
WOMEN",preferred
BENGAL COLLEGE OF PHARMACEUTICAL SCIENCES & RESEARCH,preferred
BENGAL COLLEGE OF POLYTECHNIC,preferred
"BENGAL ENGINEERING AND SCIENCE UNIVERSITY, SHIBPUR",preferred
BENGAL INSTITUTE OF POLYTECHNIC,preferred
NAME OF THE COMPANY,CATEGORY
BENGAL INSTITUTE OF TECHNOLOGY,preferred
BENGAL INSTITUTE OF TECHNOLOGY,preferred
BENGAL INSTITUTE OF TECHNOLOGY AND MANAGEMENT,preferred
BENGAL INSTITUTE OF TECHNOLOGY(MCA),preferred
BENGAL NRI COMPLEX LIMITED,preferred
BENGAL SCHOOL OF TECHNOLOGY,preferred
BENGAL SREI INFRASTRUCTURE DEVELOPMENT LIMITED,preferred
BENGAL TEA & FABRICS LIMITED,preferred
BENISON TECHNOLOGIES PRIVATE LIMITED,preferred
BENOVELLIENT TECHNOLOGIES PRIVATE LIMITED,preferred
BENSON MEDICAL EQUIPMENTS INDIA PRIVATE LIMITED,preferred
BENTELER AUTOMOTIVE INDIA PRIVATE LIMITED,preferred
BENTELER DISTRIBUTION INDIA PRIVATE LIMITED,preferred
BENTELER ENGINEERING CHENNAI PRIVATE LIMITED,preferred
BEO SOFTWARE P LIMITED(PBEOW),preferred
BERGER NIPPON PAINT AUTOMOTIVE COATINGS PRIVATE LIMITED,preferred
BERGNER IMPEX INDIA PRIVATE LIMITED,preferred
"BERHAMPORE SADAR HOSPITAL, MURSHIDABAD, (W.B.).",preferred
BERHAMPUR SCHOOL OF ENGINEERING & TECHNOLOGY,preferred
BERI UDYOG PRIVATE LIMITED,preferred
BERKELEY INFRA PROJECTS PRIVATE LIMITED,preferred
BERKELEY REALTECH LIMITED,preferred
BERTELSMANN MARKETING SERVICES INDIA PRIVATE LIMITED,preferred
BEST INSTITUTE OF PROFESSIONAL STUDIES,preferred
BEST ON HEALTH LIMITED,preferred
BETHANY EDUCATIONS PRIVATE LIMITED,preferred
BETHANY HIGH SCHOOL,preferred
BETHESDA INSTITUTE OF TECHNOLOGY AND SCIENCES,preferred
BETHLAHEM INSTITUTE OF ENGINEERING,preferred
BETUL OILS & FEEDS PRIVATE LIMITED,preferred
BEVERLY PARK MAINTENANCE SERVICE LIMITED,preferred
BFIT TECHNICAL CAMPUS DEHRADUN,preferred
BGGTS (BHEL & GE VENTURE),preferred
BHAAVYA TECHNICAL INSTITUTE,preferred
NAME OF THE COMPANY,CATEGORY
BHABAHA PHARMACY RESEARCH INSTITUTE,preferred
BHABHA COLLEGE OF ENGINEERING,preferred
"BHABHA COLLEGE OF ENGINEERING, BHOPAL",preferred
BHABHA ENGINEERING RESEARCH INSTITUTE,preferred
BHABHA ENGINEERING RESEARCH INSTITUTE -MCA,preferred
BHABHA INSTITUTE OF MANAGEMENT,preferred
BHABHA INSTITUTE OF SCIENCE AND TECHNOLOGY,preferred
BHABHA INSTITUTE OF TECHNOLOGY,preferred
BHABHA INSTITUTEOFTECHNOLOGY,preferred
BHABHA MANAGEMENT RESEARCH INSTITUTE,preferred
BHABHA POLYTECHNIC PHARMACY,preferred
BHADRAK ENGINEERING SCHOOL AND TECHNOLOGY,preferred
BHADRAK INSTITUTE OF ENGINEERING AND TECHNOLOGY,preferred
"BHADRAK INSTITUTE OF ENGINEERING
& TECHNOLOGY, BARAPADA, BHADRAK",preferred
BHADRIYA MATESHWARI POLYTECH COLLEGE FOR WOMEN,preferred
"BHAGALPUR COLLEGE OF ENGINEERING , BHAGALPUR",preferred
"BHAGALPUR ELECTRICITY DISTRIBUTION COMPANY PRIVATE
LIMITED",preferred
"BHAGALPUR SADAR HOSPITAL, BHAGALPUR, (BIHAR).",preferred
"BHAGATH COLLEGE OF DIPLOMA IN ENGINEERING AND
TECHNOLOGY",preferred
NAME OF THE COMPANY,CATEGORY
BHAGIRATHI INSTITUTE OF PHARMACY,preferred
"BHAGIRATHI INSTITUTE OF TECHNOLOGY AND MANAGEMENT
COLLEGE (POLYTECHNIC)",preferred
BHAGIRATHI TRANSCORPO PRIVATE LIMITED,preferred
"BHAGWAN MAHAVEER INSTITUTE OF ENGINEERING AND
TECHNOLOGY, SONEPAT",preferred
BHAGWAN MAHAVEER INSTITUTE OF POLYTECHNIC,preferred
"BHAGWAN MAHAVEER JAIN HOSPITAL, BANGALORE",preferred
BHAGWAN MAHAVIR COLLEGE OF ARCHITECTURE,preferred
BHAGWAN MAHAVIR COLLEGE OF ENGINEERING AND TECHNOLOGY,preferred
BHAGWAN MAHAVIR COLLEGE OF MANAGEMENT,preferred
BHAGWAN MAHAVIR COLLEGE OF PHARMACY,preferred
BHAGWAN MAHAVIR POLYTECHNIC,preferred
BHAGWAN MAHAVIR POLYTECHNIC SECOND SHIFT,preferred
BHAGWAN PARSHURAM COLLEGE OF ENGINEERING,preferred
BHAGWAN PARSHURAM INSTITUTE OF TECHNOLOGY,preferred
BHAGWAN PARSHURAM POLYTECHNIC,preferred
BHAGWANT INSTITUTE OF PHARMACY,preferred
BHAGWANT INSTITUTE OF TECHNOLOGY,preferred
BHAGWANT INSTITUTE OF TECHNOLOGY,preferred
BHAGWANT INSTITUTE OF TECHNOLOGY(MCA),preferred
NAME OF THE COMPANY,CATEGORY
"BHAGWANT INSTITUTE OF TECHNOLOGY, GHAZIABAD",preferred
BHAGWATI BANQUEST AND HOTEL LIMITED(PBGWT),preferred
BHAGWATI INSTITUTE OF TECHNOLOGY & SCIENCE,preferred
BHAGYANAGAR INDIA LIMITED,preferred
BHAGYODAY TIRTH PHARMACY COLLEGE,preferred
BHAI GURDAS GLOBAL POLYTECHNIC COLLEGE,preferred
BHAI GURDAS INSTITUTE OF ENGINEERING & TECHNOLOGY,preferred
BHAI GURDAS INSTITUTE OF MANAGEMENT & TECHNOLOGY(MCA),preferred
"BHAI GURDAS INSTITUTE OF MANAGEMENT & TECHNOLOGY,
SANGRUR(MBA)",preferred
BHAI GURDAS POLYTECHNIC COLLEGE,preferred
BHAI MAHA SINGH COLLEGE OF ENGINEERING,preferred
BHAI MANI SIINGH POLYTECHNIC COLLEGE,preferred
BHAI PARMANAND INSTITUTE OF BUSINESS STUDIES,preferred
BHAILALBHAI & BHIKHABHAI INSTITUTE OF TECHNOLOGY,preferred
BHAJARANG ENGINEERING COLLEGE,preferred
BHAKTHAVATSALAM POLYTECHNIC COLLEGE,preferred
BHALCHANDRA INSTITUTE OF EDUCATION & MANAGEMENT,preferred
"BHANDARI HOSPITAL & RESEARCH, INDORE",preferred
BHARANI INFRASTRUCTURE PRIVATE LIMITED,preferred
BHARAT COLLEGE OF ENGINEERING,preferred
BHARAT ENGINEERING COLEGE,preferred
NAME OF THE COMPANY,CATEGORY
BHARAT GROUP OF COLLEGES,preferred
BHARAT HEAVY PLATE AND VESSELS LIMITED,preferred
BHARAT INSTITUTE OF ENGINEERING AND TECHNOLOGY,preferred
BHARAT INSTITUTE OF PHARMACY,preferred
BHARAT INSTITUTE OF POLYTECHNIC & SCIENCES,preferred
"BHARAT INSTITUTE OF POLYTECHNIC, SONEPAT",preferred
BHARAT INSTITUTE OF TECHNOLOGY,preferred
BHARAT INSTITUTE OF TECHNOLOGY,preferred
BHARAT INSTITUTE OF TECHNOLOGY & MANAGEMENT,preferred
"BHARAT INSTITUTE OF TECHNOLOGY (SCHOOL OF COMPUTER
APPLICATION)",preferred
BHARAT INSTITUTE OF TECHNOLOGY (SCHOOL OF ENGINEERING),preferred
BHARAT INSTITUTE OF TECHNOLOGY (SCHOOL OF MANAGEMENT),preferred
BHARAT INSTITUTE OF TECHNOLOGY (SCHOOL OF PHARMACY),preferred
BHARAT INSTITUTE OF TECHNOLOGY AND SCIENCE FOR WOMEN,preferred
"BHARAT INSTITUTE OF TECHNOLOGY, SONEPAT",preferred
"BHARAT NATIONAL PUBLIC SCHOOL,NEW DELHI",preferred
BHARAT P.G.COLLEGE FOR WOMEN,preferred
BHARAT POLYTECHNIC,preferred
BHARAT PUMPS & COMPRESSORS LIMITED,preferred
BHARAT RATNA INDIRA GANDHI COLLEGE OF ENGINEERING,preferred
NAME OF THE COMPANY,CATEGORY
"BHARAT RATNA LATA MANGESHKAR COLLEGE OF ENGINEERING
AND TECHNOLOGY (DIPLOMA)",preferred
BHARAT SCHOOL OF MANAGEMENT,preferred
BHARAT SCHOOL OF PHARMACY,preferred
BHARAT SEATS LIMITED,preferred
BHARAT TECHNOLOGY,preferred
BHARATA MATA COLLEGE,preferred
BHARATAM INSTITUTE OF TECHNOLOGY,preferred
BHARATESH EDUCATION TRUST'S GLOBAL BUSINESS SCHOOL,preferred
"BHARATH COLLEGE OF ENGINEERING AND TECHNOLOGY FOR
WOMEN",preferred
BHARATH EDUCATIONAL SOCIETY'S GROUP OF INSTITUTIONS,preferred
"BHARATH INSTITUTE OF CATERING TECHNOLOGY & HOTEL
MANAGEMENT",preferred
BHARATH INSTITUTE OF MANAGEMENT,preferred
BHARATH NIKETAN ENGINEERING COLLEGE,preferred
BHARATH NIKETAN POLYTECHNIC COLLEGE,preferred
BHARATH POLYTECHNIC,preferred
BHARATH POLYTECHNIC COLLEGE,preferred
BHARATHI CEMENT CORPORATION PRIVATE LIMITED,preferred
BHARATHI COLLEGE OF PHARMACY,preferred
BHARATHI INSTITUTE OF BUSINESS MANAGEMENT,preferred
NAME OF THE COMPANY,CATEGORY
BHARATHIAR PALKALAI KOODAM,preferred
BHARATHIDASAN ENGINEERING COLLEGE,preferred
BHARATHIDASAN INSTITUTE OF MANAGEMENT,preferred
BHARATHIDASAN SCHOOL OF BUSINESS,preferred
"BHARATHIYAR CENTENARY MEMORIAL GOVT WOMEN'S
POLYTECHNIC COLLEGE",preferred
BHARATHIYAR COLLEGE OF ENGINEERING AND TECHNOLOGY,preferred
BHARATHIYAR INSTITUTE OF ENGINEERING FOR WOMEN,preferred
BHARATHPOLYTECHNICCOLLEGE,preferred
BHARATI KALA MAHAVIDYALAYA,preferred
"BHARATI VIDYAPEETH ABHIJIT KADAM INSTITUTE OF
MANAGEMENT AND SOCIAL SCIENCES, SOLAPUR(MBA
PROGRAMME)",preferred
"BHARATI VIDYAPEETH ABHIJIT KADAM INSTITUTE OF
MANAGEMENT AND SOCIAL SCIENCES,SOLAPUR-413004",preferred
"BHARATI VIDYAPEETH COLLEGE OF ENGINEERING, NAVI MUMBAI",preferred
"BHARATI VIDYAPEETH COLLEGE OF PHARMACY, KOLHAPUR",preferred
"BHARATI VIDYAPEETH DEEMED UNIVERSITY COLLEGE OF
ENGINEERING",preferred
"BHARATI VIDYAPEETH DEEMED UNIVERSITY INSTITUTE OF HOTEL
MANAGEMENT & CATERING TECHNOLOGY",preferred
"BHARATI VIDYAPEETH DEEMED UNIVERSITY INSTITUTE OF
MANAGEMENT AND RURAL DEVELOPMENT ADMINISTRATION",preferred
"BHARATI VIDYAPEETH INSTITUTE OF MANAGEMENT (MCA)
KOLHAPUR",preferred
"BHARATI VIDYAPEETH INSTITUTE OF MANAGEMENT, KOLHAPUR",preferred
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
"BHARATIYA VIDYA BHAVANS SARDAR PATEL INSTITUTE OF
TECHNOLOGY",preferred
"BHARATIYA VIDYA BHAVAN'S USHA & LAKSHMI MITTAL INSTITUTE
OF MANAGEMENT",preferred
"BHARATIYA VIDYA BHAVANS VALLABHRAM MEHTA PUBLIC
SCHOOL,VADODARA",preferred
"BHARATIYA VIDYA BHAVAN'S VIVEKANANDA COLLEGE OF SCIENCE,
HUMANITIES AND COMMERCE",preferred
"BHARATIYA VIDYA MANDIR COLLEGE OF MANAGEMENT
EDUCATION",preferred
BHARATIYA VIDYA MANDIR COLLEGE OF MGNT.EDU.(MCA),preferred
BHARGAVA COLLEGE OF ENGINEERING AND TECHNOLOGY,preferred
BHARTI CELLULAR LIMITED,preferred
BHARTI COLLEGE OF ENGINEERING & TECHNOLOGY DURG,preferred
BHARTI COLLEGE OF POLYTECHNIC,preferred
BHARTI INFRATEL LIMITED,preferred
BHARTI INSTITUTE OF MANAGEMENT AND TECHNOLOGY,preferred
